# Population 11CO	E69,E70,E82,E84,E92,E94,F10,F19,F20,F21,F22,F9
# Population 12AZ	E59,E60,E65,E67,E68,E77,E78,F15,F16,F17,F18,F23,F24,F4,F5
# Population 15TX	E29,E30,F85,F86,F87,F88,G01_rep,G2,G43,G44,G45,G46,G85,G86,G87,G88
# Population 16TX	F54,F65,F66,G13,G14,G15,G16,G3,G4,G57,G58,G59,G60,G73,G74,G76,G77,G78
# Population 18TX	G53,G54,G55,G56,G65,G66,G67,G68,G71,G72,G94,H41,H42,H63,H64,H65_rep,H66_rep
# Population 19TX	H1,H2,H3,H33,H34,H35,H36,H47,H48,H49,H50,H55,H56,H57,H58
# Population 1WY	E1,E13,E15_rep,E25,E26,E27,E28,E3,E35,E36,E37,E38,E4,E47,E48,E49,E50
# Population 20NM	G23,G24,G25,G26,G35,G36,G37,G38,G49,G50,G52,G61,G62,G63,G64,G69,G70
# Population 21NM	G31,G32,G33,G34,G39,G40,G41,G41_rep,G42,G83,G84,H25,H26,H27,H28
# Population 26NM	F83,F84,F93,F94,F95,F96,G10,G11,G12,G9,H12,H21,H22,H23,H24,H70,H71,H72
# Population 27NM	F75,F76,F77,F78,G19,G20,G21,G22,G27,G28,G29,G30,G79,G80,G81,G82,H17,H18,H19,H20
# Population 28NM	F89,F90,F91_2019,F92,G17_rep,G18_rep,G5_rep,G6,G7_rep,G8_rep,H10,H11_rep,H67,H68,H69_rep,H8_rep,H9
# Population 2CO	G89,G90,G92,H13,H14,H15,H16,H29,H30,H31,H32,H4,H43,H44,H45,H46,H5,H6,H7
# Population 31NV	E95,F1,F11,F12,F13,F14,F2
# Population 32UT	E10,E11,E12,E21,E22,E23,E24_rep,E31,E32,E33,E34,E43,E44,E45,E46,E55,E56,E57,E58,E9
# Population 33NV	E61,E62,E63,E64,E75,E76,E85,E86,E87
# Population 34UT	E17,E18,E19,E20,E39,E40,E41,E42,E5,E51,E52,E53,E54,E7,E8,E90
# Population 37CR	D46,D47,D48,D70_rep,D71_rep,D72
# Population 38CR	D1,D2,D3,D4,D49,D50,D51,D52,D73,D75,D76
# Population 39CR	D5,D53,D54,D55,D56,D6,D7,D77,D78,D79,D8,D80
# Population 41CR	D12,D13,D15_rep,D16,D41,D42,D43,D44,D57,D58,D59,D60,D81,D82,D83,D84
# Population 43GR	D17,D18,D19,D20,D33,D34,D35,D61,D62,D63,D64,D85,D86,D87,D88
# Population 44GR	D21,D22,D23,D24_rep,D27,D37,D38,D39,D40,D65_rep,D89,D90,D91,D92,D93,D94
# Population 46CH	I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24
# Population 47TX	N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N24,N25,N26,N27,N28,N3,N4,N5,N6,N7,N8,N9
# Population 49TX	L1,L10,L11,L12,L13,L14,L15,L16,L17,L18_rep,L19,L2,L20,L21,L22,L23,L24,L26,L27,L28,L3,L4,L5,L6,L7,L8,L9_rep
# Population 4CO	H37,H38,H39,H40,H51,H52,H53,H54,H59,H60,H62
# Population 50TX	K1,K2,K3,K32,K33,K34,K4,K5
# Population 51TX	J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27
# Population 52TX	S1,S11_rep,S12,S13,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S3,S4,S6,S7,S8,S9
# Population 5CO	F25,F26,F27,F28,F37,F38,F39,F49,F50,F51,F52,F59,F60,F61,F62,F71,F72,F73,F74
# Population 6KS	F29,F30,F41,F42,F43,F44,F63,F64,G47_rep,G48_rep
# Population 8OK	F33,F34,F35,F36,F45,F46,F47,F48,F55,F56,F57,F58,F67,F68,F69,F70,F79,F80,F81,F82
# Population CARINA_LAB	Q1,Q11,Q12,Q13,Q14,Q15,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
# Population SUB_LAB	R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R2,R20,R3,R5,R6,R7,R9
# Group defaultgrp	11CO,12AZ,15TX,16TX,18TX,19TX,1WY,20NM,21NM,26NM,27NM,28NM,2CO,31NV,32UT,33NV,34UT,37CR,38CR,39CR,41CR,43GR,44GR,46CH,47TX,49TX,4CO,50TX,51TX,52TX,5CO,6KS,8OK,CARINA_LAB,SUB_LAB
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
20537	219	152689	-0.00412	0.00000	0.00000	-0.00002	0.00000	0.00000	0.00270	0.00000	0.00000
20538	219	152692	0.01440	0.00000	0.00000	0.00003	0.00000	0.00000	0.00044	0.00000	0.00000
20555	220	27580	-0.00079	0.00000	0.00000	-0.00000	0.00000	0.00000	0.00064	0.00000	0.00000
20695	222	2713	0.18469	0.00000	0.00000	0.08679	0.00000	0.00000	0.21194	0.00000	0.00000
20696	222	2716	0.14732	0.00000	0.00000	0.00420	0.00000	0.00000	0.27871	0.00000	0.00000
20715	222	35486	0.84759	0.00000	0.00000	0.37963	0.00000	0.00000	0.40962	0.00000	0.00000
21266	231	135846	1.00000	0.00000	0.00000	0.01458	0.00000	0.00000	-nan	0.00000	0.00000
21830	240	87243	0.89686	0.00000	0.00000	0.48273	0.00000	0.00000	0.46226	0.00000	0.00000
21832	240	87246	0.84758	0.00000	0.00000	0.23264	0.00000	0.00000	0.45026	0.00000	0.00000
22012	242	136494	0.04582	0.00000	0.00000	0.00022	0.00000	0.00000	0.18774	0.00000	0.00000
22013	242	136497	0.05888	0.00000	0.00000	0.00176	0.00000	0.00000	0.01627	0.00000	0.00000
22020	242	139618	0.15709	0.00000	0.00000	0.00750	0.00000	0.00000	0.10731	0.00000	0.00000
22021	242	139621	0.16489	0.00000	0.00000	0.00237	0.00000	0.00000	0.10787	0.00000	0.00000
22026	242	139785	0.83120	0.00000	0.00000	0.46545	0.00000	0.00000	0.46354	0.00000	0.00000
22027	242	139788	-0.00879	0.00000	0.00000	-0.00004	0.00000	0.00000	0.01870	0.00000	0.00000
22080	244	16773	-0.00287	0.00000	0.00000	-0.00007	0.00000	0.00000	0.35362	0.00000	0.00000
22136	244	120552	0.01259	0.00000	0.00000	0.00002	0.00000	0.00000	0.00868	0.00000	0.00000
22137	244	120555	-0.00319	0.00000	0.00000	-0.00003	0.00000	0.00000	0.28231	0.00000	0.00000
22503	249	142961	0.92167	0.00000	0.00000	0.48764	0.00000	0.00000	0.60315	0.00000	0.00000
22571	251	69834	0.75489	0.00000	0.00000	0.31001	0.00000	0.00000	0.29259	0.00000	0.00000
22572	251	69837	0.93522	0.00000	0.00000	0.49960	0.00000	0.00000	0.58210	0.00000	0.00000
22738	255	352	0.59068	0.00000	0.00000	0.27945	0.00000	0.00000	0.29764	0.00000	0.00000
22739	255	355	0.94439	0.00000	0.00000	0.43846	0.00000	0.00000	0.44449	0.00000	0.00000
22659	253	18666	0.94768	0.00000	0.00000	0.32214	0.00000	0.00000	0.54765	0.00000	0.00000
22769	255	55280	0.65248	0.00000	0.00000	0.26304	0.00000	0.00000	0.50652	0.00000	0.00000
22770	255	55283	0.83134	0.00000	0.00000	0.39210	0.00000	0.00000	0.54136	0.00000	0.00000
22797	255	86173	0.06028	0.00000	0.00000	0.00166	0.00000	0.00000	0.02446	0.00000	0.00000
22799	255	86176	0.05009	0.00000	0.00000	0.00154	0.00000	0.00000	0.03786	0.00000	0.00000
22980	258	85549	-0.00720	0.00000	0.00000	-0.00002	0.00000	0.00000	0.43368	0.00000	0.00000
22981	258	85552	0.48776	0.00000	0.00000	0.00252	0.00000	0.00000	0.34296	0.00000	0.00000
23205	261	129534	0.87606	0.00000	0.00000	0.47679	0.00000	0.00000	0.59383	0.00000	0.00000
23206	261	129537	0.30136	0.00000	0.00000	0.00805	0.00000	0.00000	0.40985	0.00000	0.00000
23860	272	52642	0.92342	0.00000	0.00000	0.46557	0.00000	0.00000	0.56344	0.00000	0.00000
23948	273	55531	0.97521	0.00000	0.00000	0.29556	0.00000	0.00000	0.33631	0.00000	0.00000
23949	273	55534	0.02333	0.00000	0.00000	0.00019	0.00000	0.00000	0.01070	0.00000	0.00000
24011	274	46245	0.93095	0.00000	0.00000	0.46853	0.00000	0.00000	0.55164	0.00000	0.00000
24420	281	25579	0.94156	0.00000	0.00000	0.43962	0.00000	0.00000	0.44563	0.00000	0.00000
24421	281	25582	0.93847	0.00000	0.00000	0.49210	0.00000	0.00000	-nan	0.00000	0.00000
24775	288	37298	-0.01576	0.00000	0.00000	-0.00004	0.00000	0.00000	0.25222	0.00000	0.00000
24818	289	20933	0.93662	0.00000	0.00000	0.45933	0.00000	0.00000	0.50762	0.00000	0.00000
24911	290	103276	0.82977	0.00000	0.00000	0.39819	0.00000	0.00000	0.37375	0.00000	0.00000
25214	295	65387	0.87920	0.00000	0.00000	0.47258	0.00000	0.00000	0.58022	0.00000	0.00000
25265	296	61704	0.75665	0.00000	0.00000	0.07633	0.00000	0.00000	0.26137	0.00000	0.00000
25266	296	61707	0.11420	0.00000	0.00000	0.00605	0.00000	0.00000	0.08523	0.00000	0.00000
25365	297	84965	0.53904	0.00000	0.00000	0.23206	0.00000	0.00000	0.22909	0.00000	0.00000
25366	297	84968	0.00430	0.00000	0.00000	0.00001	0.00000	0.00000	0.14312	0.00000	0.00000
25401	297	130343	-0.00822	0.00000	0.00000	-0.00002	0.00000	0.00000	0.05539	0.00000	0.00000
25402	297	130346	0.01242	0.00000	0.00000	0.00035	0.00000	0.00000	0.06396	0.00000	0.00000
25563	300	10519	0.91402	0.00000	0.00000	0.43579	0.00000	0.00000	0.39652	0.00000	0.00000
26123	311	9909	0.70312	0.00000	0.00000	0.29324	0.00000	0.00000	0.54498	0.00000	0.00000
26597	319	34762	1.00000	0.00000	0.00000	0.01499	0.00000	0.00000	-nan	0.00000	0.00000
26803	322	31916	0.06186	0.00000	0.00000	0.00152	0.00000	0.00000	0.00535	0.00000	0.00000
26804	322	31919	0.87647	0.00000	0.00000	0.09979	0.00000	0.00000	0.21896	0.00000	0.00000
26904	324	38	0.96367	0.00000	0.00000	0.28661	0.00000	0.00000	0.32643	0.00000	0.00000
26940	324	40497	-0.00321	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00498	0.00000	0.00000
26941	324	40500	0.96363	0.00000	0.00000	0.28871	0.00000	0.00000	0.32949	0.00000	0.00000
26995	324	126621	-0.01225	0.00000	0.00000	-0.00006	0.00000	0.00000	0.35566	0.00000	0.00000
26996	324	126624	0.31107	0.00000	0.00000	0.09607	0.00000	0.00000	0.33261	0.00000	0.00000
27142	326	120490	0.80931	0.00000	0.00000	0.25935	0.00000	0.00000	0.54780	0.00000	0.00000
27358	329	131079	0.90232	0.00000	0.00000	0.49101	0.00000	0.00000	0.59188	0.00000	0.00000
27359	329	131082	0.06009	0.00000	0.00000	0.00016	0.00000	0.00000	0.25669	0.00000	0.00000
27426	330	134808	-0.00383	0.00000	0.00000	-0.00004	0.00000	0.00000	0.01319	0.00000	0.00000
27427	330	134811	-0.01253	0.00000	0.00000	-0.00002	0.00000	0.00000	0.00032	0.00000	0.00000
27482	331	87526	0.91825	0.00000	0.00000	0.47188	0.00000	0.00000	0.47717	0.00000	0.00000
28274	345	9933	0.86441	0.00000	0.00000	0.47823	0.00000	0.00000	0.55658	0.00000	0.00000
28275	345	9936	0.93857	0.00000	0.00000	0.44185	0.00000	0.00000	0.44773	0.00000	0.00000
28309	345	99943	0.91576	0.00000	0.00000	0.45091	0.00000	0.00000	0.46189	0.00000	0.00000
28311	345	99946	1.00000	0.00000	0.00000	0.01449	0.00000	0.00000	0.20511	0.00000	0.00000
28459	348	5699	0.88571	0.00000	0.00000	0.46826	0.00000	0.00000	0.54953	0.00000	0.00000
28708	352	20671	-0.00168	0.00000	0.00000	-0.00003	0.00000	0.00000	0.01646	0.00000	0.00000
28709	352	20674	0.04720	0.00000	0.00000	0.00417	0.00000	0.00000	0.14514	0.00000	0.00000
29034	358	11826	0.19714	0.00000	0.00000	0.00883	0.00000	0.00000	0.41472	0.00000	0.00000
29086	359	33890	0.98575	0.00000	0.00000	0.46281	0.00000	0.00000	-nan	0.00000	0.00000
29352	363	107390	0.01792	0.00000	0.00000	0.00021	0.00000	0.00000	0.02707	0.00000	0.00000
29353	363	107393	0.91839	0.00000	0.00000	0.49234	0.00000	0.00000	0.50717	0.00000	0.00000
29374	364	5203	0.93979	0.00000	0.00000	0.28888	0.00000	0.00000	0.54390	0.00000	0.00000
29375	364	5206	0.24244	0.00000	0.00000	0.09521	0.00000	0.00000	0.43545	0.00000	0.00000
29465	365	78229	0.90071	0.00000	0.00000	0.43193	0.00000	0.00000	0.39960	0.00000	0.00000
29603	367	99337	0.06624	0.00000	0.00000	0.00047	0.00000	0.00000	0.31680	0.00000	0.00000
29613	367	121077	0.93923	0.00000	0.00000	0.28167	0.00000	0.00000	0.32112	0.00000	0.00000
29614	367	121080	0.57653	0.00000	0.00000	0.01019	0.00000	0.00000	0.29781	0.00000	0.00000
29791	371	59087	0.88516	0.00000	0.00000	0.44748	0.00000	0.00000	0.50818	0.00000	0.00000
30171	377	73585	-0.01116	0.00000	0.00000	-0.00008	0.00000	0.00000	0.27851	0.00000	0.00000
30172	377	73588	0.05194	0.00000	0.00000	0.00045	0.00000	0.00000	0.26205	0.00000	0.00000
30196	378	3439	0.04095	0.00000	0.00000	0.00049	0.00000	0.00000	0.08025	0.00000	0.00000
30197	378	3442	0.85711	0.00000	0.00000	0.47558	0.00000	0.00000	0.57148	0.00000	0.00000
30362	380	94720	-0.00439	0.00000	0.00000	-0.00002	0.00000	0.00000	-nan	0.00000	0.00000
30392	381	29919	-0.01091	0.00000	0.00000	-0.00005	0.00000	0.00000	0.06921	0.00000	0.00000
30506	383	56279	-0.02725	0.00000	0.00000	-0.00009	0.00000	0.00000	0.31970	0.00000	0.00000
30507	383	56282	-0.00036	0.00000	0.00000	-0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
30565	384	47103	-0.01614	0.00000	0.00000	-0.00004	0.00000	0.00000	0.28549	0.00000	0.00000
30718	387	41354	-0.02400	0.00000	0.00000	-0.00025	0.00000	0.00000	0.46580	0.00000	0.00000
30719	387	41357	0.67067	0.00000	0.00000	0.26922	0.00000	0.00000	-nan	0.00000	0.00000
30794	388	123549	-0.00764	0.00000	0.00000	-0.00002	0.00000	0.00000	0.28652	0.00000	0.00000
30828	389	49072	0.15304	0.00000	0.00000	0.01262	0.00000	0.00000	0.38685	0.00000	0.00000
30829	389	49075	0.89368	0.00000	0.00000	0.38149	0.00000	0.00000	0.61490	0.00000	0.00000
31200	396	6397	0.47798	0.00000	0.00000	0.03738	0.00000	0.00000	0.05290	0.00000	0.00000
31201	396	6400	0.94121	0.00000	0.00000	0.44035	0.00000	0.00000	0.44638	0.00000	0.00000
31253	396	123446	0.82818	0.00000	0.00000	0.43561	0.00000	0.00000	0.41212	0.00000	0.00000
31375	399	113199	0.91049	0.00000	0.00000	0.49103	0.00000	0.00000	0.48743	0.00000	0.00000
31447	400	111760	0.25755	0.00000	0.00000	0.07416	0.00000	0.00000	0.34138	0.00000	0.00000
31448	400	111771	0.03362	0.00000	0.00000	0.00064	0.00000	0.00000	0.40272	0.00000	0.00000
31504	402	18818	0.91880	0.00000	0.00000	0.29378	0.00000	0.00000	0.52584	0.00000	0.00000
31753	405	83898	0.15412	0.00000	0.00000	0.01221	0.00000	0.00000	0.03634	0.00000	0.00000
31754	405	83901	0.67600	0.00000	0.00000	0.03846	0.00000	0.00000	0.32307	0.00000	0.00000
32032	410	18124	0.86626	0.00000	0.00000	0.28097	0.00000	0.00000	0.31977	0.00000	0.00000
32033	410	18127	0.94265	0.00000	0.00000	0.43923	0.00000	0.00000	0.44456	0.00000	0.00000
32467	418	109673	0.08385	0.00000	0.00000	0.00123	0.00000	0.00000	-nan	0.00000	0.00000
32502	419	78553	0.82855	0.00000	0.00000	0.34317	0.00000	0.00000	0.50177	0.00000	0.00000
32503	419	78556	-0.00197	0.00000	0.00000	-0.00001	0.00000	0.00000	-nan	0.00000	0.00000
32891	427	10527	1.00000	0.00000	0.00000	0.02892	0.00000	0.00000	0.24445	0.00000	0.00000
33006	428	64938	0.09844	0.00000	0.00000	0.00200	0.00000	0.00000	0.27371	0.00000	0.00000
33008	428	64941	0.95710	0.00000	0.00000	0.44618	0.00000	0.00000	-nan	0.00000	0.00000
33180	431	65662	-0.01189	0.00000	0.00000	-0.00005	0.00000	0.00000	0.09093	0.00000	0.00000
33605	439	14446	0.93189	0.00000	0.00000	0.48205	0.00000	0.00000	0.61706	0.00000	0.00000
34101	448	117911	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000	0.26996	0.00000	0.00000
34102	448	117914	0.93519	0.00000	0.00000	0.06357	0.00000	0.00000	0.28901	0.00000	0.00000
34126	449	50218	0.93661	0.00000	0.00000	0.45702	0.00000	0.00000	0.46274	0.00000	0.00000
34164	450	43787	0.06453	0.00000	0.00000	0.00015	0.00000	0.00000	0.17297	0.00000	0.00000
34165	450	43790	0.81153	0.00000	0.00000	0.20232	0.00000	0.00000	0.20654	0.00000	0.00000
34302	452	107652	0.92090	0.00000	0.00000	0.44681	0.00000	0.00000	0.45419	0.00000	0.00000
34303	452	107655	0.00172	0.00000	0.00000	0.00001	0.00000	0.00000	0.01410	0.00000	0.00000
34433	455	57727	0.04729	0.00000	0.00000	0.00241	0.00000	0.00000	-nan	0.00000	0.00000
34472	455	114069	0.07327	0.00000	0.00000	0.00249	0.00000	0.00000	0.09880	0.00000	0.00000
34795	462	31379	0.85304	0.00000	0.00000	0.33469	0.00000	0.00000	-nan	0.00000	0.00000
34889	464	18782	0.94628	0.00000	0.00000	0.28352	0.00000	0.00000	0.32378	0.00000	0.00000
34890	464	18785	0.92243	0.00000	0.00000	0.46787	0.00000	0.00000	0.52534	0.00000	0.00000
34924	464	64570	0.03131	0.00000	0.00000	0.00123	0.00000	0.00000	0.00235	0.00000	0.00000
34925	464	64573	0.92955	0.00000	0.00000	0.39771	0.00000	0.00000	0.37217	0.00000	0.00000
34955	464	97777	0.22951	0.00000	0.00000	0.04117	0.00000	0.00000	0.30467	0.00000	0.00000
34956	464	97780	0.00532	0.00000	0.00000	0.00002	0.00000	0.00000	0.02152	0.00000	0.00000
35608	479	43076	0.49329	0.00000	0.00000	0.00174	0.00000	0.00000	-nan	0.00000	0.00000
35765	482	70374	0.93899	0.00000	0.00000	0.43923	0.00000	0.00000	0.44504	0.00000	0.00000
35766	482	70377	0.93037	0.00000	0.00000	0.49110	0.00000	0.00000	0.60636	0.00000	0.00000
36031	487	105878	0.85790	0.00000	0.00000	0.47109	0.00000	0.00000	0.56578	0.00000	0.00000
36054	488	28844	0.02907	0.00000	0.00000	0.00035	0.00000	0.00000	0.03084	0.00000	0.00000
36060	488	36687	0.10985	0.00000	0.00000	0.00818	0.00000	0.00000	-nan	0.00000	0.00000
36193	490	56819	-0.00761	0.00000	0.00000	-0.00008	0.00000	0.00000	0.22397	0.00000	0.00000
36194	490	56822	0.73705	0.00000	0.00000	0.20576	0.00000	0.00000	0.49150	0.00000	0.00000
36154	489	104432	0.09629	0.00000	0.00000	0.00674	0.00000	0.00000	0.42797	0.00000	0.00000
36284	492	47302	0.94776	0.00000	0.00000	0.45268	0.00000	0.00000	0.46201	0.00000	0.00000
36285	492	47305	0.95502	0.00000	0.00000	0.29257	0.00000	0.00000	0.33293	0.00000	0.00000
36292	492	77786	1.00000	0.00000	0.00000	0.22024	0.00000	0.00000	0.53471	0.00000	0.00000
36597	500	45735	-0.00971	0.00000	0.00000	-0.00004	0.00000	0.00000	0.18623	0.00000	0.00000
36599	500	45738	-0.01461	0.00000	0.00000	-0.00003	0.00000	0.00000	0.19057	0.00000	0.00000
36650	501	38200	0.93178	0.00000	0.00000	0.49463	0.00000	0.00000	0.52402	0.00000	0.00000
36651	501	38203	0.09552	0.00000	0.00000	0.01996	0.00000	0.00000	0.17628	0.00000	0.00000
37028	509	84733	0.70767	0.00000	0.00000	0.35917	0.00000	0.00000	0.49644	0.00000	0.00000
37029	509	84736	0.02577	0.00000	0.00000	0.00044	0.00000	0.00000	0.02293	0.00000	0.00000
37166	512	49031	0.96343	0.00000	0.00000	0.47773	0.00000	0.00000	-nan	0.00000	0.00000
37184	513	21275	0.63868	0.00000	0.00000	0.19067	0.00000	0.00000	0.48367	0.00000	0.00000
37185	513	21278	0.90365	0.00000	0.00000	0.22016	0.00000	0.00000	0.50385	0.00000	0.00000
37396	517	72383	0.81925	0.00000	0.00000	0.41041	0.00000	0.00000	0.46825	0.00000	0.00000
37397	517	72386	0.88579	0.00000	0.00000	0.48692	0.00000	0.00000	0.58197	0.00000	0.00000
37733	525	21479	0.07817	0.00000	0.00000	0.00026	0.00000	0.00000	0.41142	0.00000	0.00000
37735	525	21482	0.94675	0.00000	0.00000	0.28008	0.00000	0.00000	0.31406	0.00000	0.00000
37758	525	53817	0.87181	0.00000	0.00000	0.46038	0.00000	0.00000	0.53932	0.00000	0.00000
37759	525	53820	0.46662	0.00000	0.00000	0.02996	0.00000	0.00000	0.05139	0.00000	0.00000
38383	538	58395	0.00368	0.00000	0.00000	0.00002	0.00000	0.00000	0.28124	0.00000	0.00000
39002	550	91249	0.10765	0.00000	0.00000	0.00318	0.00000	0.00000	0.00459	0.00000	0.00000
39032	551	25866	0.65593	0.00000	0.00000	0.15012	0.00000	0.00000	0.38238	0.00000	0.00000
39033	551	25869	0.11296	0.00000	0.00000	0.00417	0.00000	0.00000	0.00504	0.00000	0.00000
39153	553	97661	0.02537	0.00000	0.00000	0.00013	0.00000	0.00000	0.40702	0.00000	0.00000
39212	554	68730	0.79550	0.00000	0.00000	0.26782	0.00000	0.00000	0.30485	0.00000	0.00000
39213	554	68733	0.03969	0.00000	0.00000	0.00087	0.00000	0.00000	0.00106	0.00000	0.00000
39500	559	52899	0.08933	0.00000	0.00000	0.00080	0.00000	0.00000	0.13751	0.00000	0.00000
39507	559	54724	0.56521	0.00000	0.00000	0.11440	0.00000	0.00000	0.17097	0.00000	0.00000
39535	560	1213	0.03807	0.00000	0.00000	0.00046	0.00000	0.00000	0.09812	0.00000	0.00000
39536	560	1216	0.84030	0.00000	0.00000	0.44739	0.00000	0.00000	0.46895	0.00000	0.00000
39661	562	48511	0.66464	0.00000	0.00000	0.20964	0.00000	0.00000	0.44301	0.00000	0.00000
39808	565	20565	0.80672	0.00000	0.00000	0.11182	0.00000	0.00000	0.27694	0.00000	0.00000
40547	581	2340	0.04964	0.00000	0.00000	0.00013	0.00000	0.00000	0.39478	0.00000	0.00000
40551	581	16789	0.11451	0.00000	0.00000	0.00129	0.00000	0.00000	0.00476	0.00000	0.00000
40552	581	16792	-0.00494	0.00000	0.00000	-0.00001	0.00000	0.00000	0.41483	0.00000	0.00000
40638	582	104907	0.39145	0.00000	0.00000	0.23693	0.00000	0.00000	0.33077	0.00000	0.00000
40639	582	104910	0.88431	0.00000	0.00000	0.43119	0.00000	0.00000	0.52667	0.00000	0.00000
40757	585	81909	0.03033	0.00000	0.00000	0.00200	0.00000	0.00000	-nan	0.00000	0.00000
40987	590	87278	0.67360	0.00000	0.00000	0.13253	0.00000	0.00000	0.21611	0.00000	0.00000
40988	590	87281	0.54948	0.00000	0.00000	0.01646	0.00000	0.00000	0.20963	0.00000	0.00000
41132	594	17677	0.87091	0.00000	0.00000	0.48262	0.00000	0.00000	0.54688	0.00000	0.00000
41384	599	23841	0.92042	0.00000	0.00000	0.49427	0.00000	0.00000	0.49298	0.00000	0.00000
41386	599	23844	0.71238	0.00000	0.00000	0.04745	0.00000	0.00000	0.08020	0.00000	0.00000
41515	602	1432	0.90379	0.00000	0.00000	0.46309	0.00000	0.00000	0.34477	0.00000	0.00000
41618	604	69780	0.03533	0.00000	0.00000	0.00026	0.00000	0.00000	0.26803	0.00000	0.00000
41932	612	82913	0.76802	0.00000	0.00000	0.30499	0.00000	0.00000	0.36871	0.00000	0.00000
42149	617	101066	0.92834	0.00000	0.00000	0.48700	0.00000	0.00000	0.60947	0.00000	0.00000
42156	618	16029	0.94099	0.00000	0.00000	0.43243	0.00000	0.00000	-nan	0.00000	0.00000
42204	619	9538	0.92814	0.00000	0.00000	0.49138	0.00000	0.00000	0.60997	0.00000	0.00000
42206	619	9541	0.14000	0.00000	0.00000	0.00545	0.00000	0.00000	0.36856	0.00000	0.00000
42235	619	63537	-0.01708	0.00000	0.00000	-0.00012	0.00000	0.00000	0.08647	0.00000	0.00000
42236	619	63540	0.94233	0.00000	0.00000	0.46265	0.00000	0.00000	0.47018	0.00000	0.00000
42499	624	75348	0.83311	0.00000	0.00000	0.42351	0.00000	0.00000	0.39806	0.00000	0.00000
42615	627	57268	0.09978	0.00000	0.00000	0.00277	0.00000	0.00000	0.06253	0.00000	0.00000
42616	627	57271	0.30271	0.00000	0.00000	0.00733	0.00000	0.00000	0.33026	0.00000	0.00000
42859	633	80235	0.79129	0.00000	0.00000	0.18445	0.00000	0.00000	0.33061	0.00000	0.00000
42929	635	24664	-0.01060	0.00000	0.00000	-0.00019	0.00000	0.00000	0.39816	0.00000	0.00000
42930	635	24667	0.81663	0.00000	0.00000	0.46013	0.00000	0.00000	0.62201	0.00000	0.00000
42984	636	19258	-0.00700	0.00000	0.00000	-0.00005	0.00000	0.00000	0.00242	0.00000	0.00000
42985	636	19261	0.86917	0.00000	0.00000	0.27872	0.00000	0.00000	0.31865	0.00000	0.00000
43273	642	61297	0.93443	0.00000	0.00000	0.22936	0.00000	0.00000	0.27568	0.00000	0.00000
43274	642	61300	0.03600	0.00000	0.00000	0.00068	0.00000	0.00000	0.01537	0.00000	0.00000
43374	645	3423	0.92490	0.00000	0.00000	0.46051	0.00000	0.00000	0.46135	0.00000	0.00000
43375	645	3426	0.05780	0.00000	0.00000	0.00089	0.00000	0.00000	0.00617	0.00000	0.00000
43461	646	65867	0.65565	0.00000	0.00000	0.31357	0.00000	0.00000	0.48854	0.00000	0.00000
43462	646	65870	-0.00458	0.00000	0.00000	-0.00008	0.00000	0.00000	0.27591	0.00000	0.00000
43587	648	61554	-0.01747	0.00000	0.00000	-0.00006	0.00000	0.00000	-nan	0.00000	0.00000
43588	648	61557	0.00581	0.00000	0.00000	0.00004	0.00000	0.00000	-nan	0.00000	0.00000
43672	649	62064	0.93255	0.00000	0.00000	0.23652	0.00000	0.00000	0.28295	0.00000	0.00000
43673	649	62067	0.84525	0.00000	0.00000	0.14697	0.00000	0.00000	0.19166	0.00000	0.00000
43727	650	61032	-0.01235	0.00000	0.00000	-0.00044	0.00000	0.00000	0.04737	0.00000	0.00000
43728	650	61035	0.70965	0.00000	0.00000	0.02019	0.00000	0.00000	0.28982	0.00000	0.00000
44175	661	56676	0.03137	0.00000	0.00000	0.00029	0.00000	0.00000	0.00382	0.00000	0.00000
44176	661	56679	0.94631	0.00000	0.00000	0.25331	0.00000	0.00000	0.31451	0.00000	0.00000
44225	662	28293	0.94558	0.00000	0.00000	0.49853	0.00000	0.00000	0.53398	0.00000	0.00000
44226	662	28296	0.88065	0.00000	0.00000	0.44810	0.00000	0.00000	0.45491	0.00000	0.00000
44290	664	17278	0.95094	0.00000	0.00000	0.38714	0.00000	0.00000	0.59751	0.00000	0.00000
44463	667	39742	-0.01017	0.00000	0.00000	-0.00003	0.00000	0.00000	0.07796	0.00000	0.00000
44827	675	52074	0.94283	0.00000	0.00000	0.43356	0.00000	0.00000	0.44004	0.00000	0.00000
44828	675	52077	0.95748	0.00000	0.00000	0.28930	0.00000	0.00000	0.32943	0.00000	0.00000
