SpeciesCode,HybridatRelease,State,Year,CageorField,Beetle Source,Date of introduction,Eggs,Larvae,Pupae,Adults,Total Release Size,Species,Origin,Location,,FullLocation,County,GPS-Lat,GPS-Long,Tamarisk species,Scientist ,Monitored,Established,HybridEstab,Publications ,Notes
DE,N,TX,2010,Field,"Big Spring, TX",7/31/2010,0,0,0,16000,16000,elongata,Crete,Tahoka?,,Tahoka?,Lynn,33.165804,-101.799315,ramosissima x chinensis,A. Knutson and NRCS county office,Y,N?,N,Knutson and Muegge 2010,GPS is just the town center
DE,N,TX,2010,Field,"Big Spring, TX",8/31/2010,0,0,0,9000,9000,elongata,Crete,Huber site,,Huber site,Hutchinson,,,ramosissima x chinensis,J. Michels and state people,Y,Y,N,Michels et al. 2013,No clear mention of estab in that paper. This is northern end of LMNRA. Borger
DE,N,TX,2010,Field,"Big Spring, TX",8/4/2010,0,0,0,13000,13000,elongata,Crete,LMNRA,,Plum Creek LMNRA,Potter,,,ramosissima x chinensis,J. Michels and state people,Y,Y,N,Michels et al. 2013,"2010-DE released, Crete beetles. Source was Big Spring, TX field population. Successful estab. Clear indication that Crete vs Posidi made a big difference"
DE,N,TX,2010,Field,"Big Spring, TX",8/4/2010,0,0,0,8350,8350,elongata,Crete,MWMA,,Matador WMA,Cottle,34.15949,-100.37387,ramosissima x chinensis,J. Michels and state people,Y,Y,DCADE,Michels et al. 2013,
DEDS,Y,TX,2006,Field,USDA-ARS Temple TX,7/31/2006,0,0,0,1000,1000,elongatasublineata,CreteSfax,Kingsville,,"Kingsville-semi-saline mudflat near Baffin Bay, South Texas",Kenedy,27.25,-97.48,ramosissima x chinensis x canariensis x gallica,P. Moran,Y,N,N,Not published,"At the time thought they were pure D. sublineata. 11/27/2006, got word from J. Tracy that the sublineata colony was contaminated/hybridized with Crete early in 2006"
DEDS,Y,TX,2007,Field,Cages-Kingsville and Zapata TX,10/1/2017,0,0,0,37,37,elongatasublineata,CreteSfax,Zapata,,"Dodier Ranch, Zapata",Zapata,26.95793,-99.11140,ramosissima x chinensis,P. Moran,Y,N,N,Not published,Zapata site used mostly just for rearing in cages 2004-2009. Southernmost release site in US
DS,N,TX,2005,Cage,USDA-ARS Temple TX,7/31/2005,0,0,0,120,120,sublineata,Sfax,Kingsville,,"Kingsville-semi-saline mudflat near Baffin Bay, South Texas",Kenedy,27.25,-97.48,ramosissima x chinensis x canariensis x gallica,P. Moran,Y,N,N,Moran et al 2009,Confident that in 2005 D. elongata and D. sublineata beetles were pure
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,100,100,sublineata,Marith,Adams Ranch,,"Private Adams Ranch, just east of BBNP on Rio Grande",Brewster,29.43342,-102.83271,ramosissima x chinensis,J DeLoach and TAMU-M. Muegge,Y,Y,N,,"Information in table from DeLoach 2010 indicates no establishment, but JTracy map from 2010 indicates strong establishment and dispersal"
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,300,300,sublineata,Marith,Alamito Creek,,Alamito Creek,Presidio,29.52013,-104.28768,ramosissima x chinensis,J. DeLoach and TX Parks and Wildlife and M. Donet (NRCS),Y,Y,N, ,Information in table from DeLoach 2010 indicates strong establishment with widespred dispersal to 10+ acres by 2010
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,200,200,sublineata,Marith,Balmorhea,,Balmorhea,Reeves,30.98842,-103.74358,ramosissima x chinensis,J DeLoach and NRCS-Donet,Y,Y,N,Muegge 2012,"Information in table from DeLoach 2010 indicates no establishment. But Muegge 2012 reports that over 100,000 beetles collected here in 2012 and redistributed on Pecos River sites"
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,100,100,sublineata,Marith,Grandfalls,,Grandfalls,Ward,31.29719,-102.86577,ramosissima x chinensis,J DeLoach and NRCS-Huber,Y,N,N,Muegge 2012,Information in table from DeLoach 2010 indicates no establishment. But Muegge re-released in 2011
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,100,100,sublineata,Marith,Gravel Pit,,"BBNP, Gravel Pit on Rio Grande, east side of park",Brewster,29.15105,-103.00305,ramosissima x chinensis,J DeLoach and TAMU-M. Muegge and NPS-J. Sirotnak,Y,Y,N,Knutson and Muegge 2010,Information in table from DeLoach 2010 indicates no establishment but PMoran worked at this site 2009-2010 and observed widespread defoliation of athel and SC in 2010. Knutson and Muegge 2010 say established
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,100,100,sublineata,Marith,Imperial,,Imperial,Pecos,31.26657,-102.84326,ramosissima x chinensis,J DeLoach and TAMU-M. Muegge,Y,Y,N,,Information in table from DeLoach 2010 indicates no establishment. But Jtracy indicates weak establishment. DE strongly established here.
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,300,300,sublineata,Marith,Lajitas,,Lajitas,Presidio,29.26356,-103.79192,ramosissima x chinensis,J. DeLoach and TX Parks and Wildlife and M. Donet (NRCS),Y,Y,N,,Information in table from DeLoach 2010 indicates strong establishment
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,300,300,sublineata,Marith,Madera Creek,,Madera Creek,Presidio,29.28761,-103.90224,ramosissima x chinensis,J. DeLoach and TX Parks and Wildlife and M. Donet (NRCS),Y,Y,N, ,Information in table from DeLoach 2010 indicates weak establishment
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/30/2009,0,0,0,100,100,sublineata,Marith,Mentone SSW,,Mentone SSW,Reeves,31.58278,-103.52748,ramosissima x chinensis,J DeLoach and NRCS-Huber,Y,Y,N,Muegge 2012,"Information in table from DeLoach 2010 indicates weak establishment. Muegge released more in 2011. Reported as established in 2012 Conf Proc N31 40’ 06.94” W103 37’ 35.07” near Mentone, TX."
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",6/18/2009,0,0,0,100,100,sublineata,Marith,Ocotillo Springs,,Ocotillo Springs,Presidio,30.01055,-104.68855,ramosissima x chinensis,J. DeLoach and CRitzi (SRSU) and M. Donet (NRCS),Y,N,N,,Information in table from DeLoach 2010 indicates no establishment
DS,N,TX,2009,Field,"Zapata, TX Cages, USDA-ARS Temple and ?",5/19/2009,0,0,0,900,900,sublineata,Marith,Ruidosa,,"Private ranch, Ruidosa on Rio Grande in Lost River region",Presidio,29.97977,-104.68263,ramosissima x chinensis,J. DeLoach and Critzi (SRSU),Y,N,N,,Information in table from DeLoach 2010 indicates strong establishment then fire destroyed population
DS,N,TX,2009,Field,"Dave Thompson, NMSU cages; later Big Bend Region of TX field cages",3/1/2009,5,0,0,52,57,sublineata,Marith,Zapata,,"Dodier Ranch, Zapata",Zapata,26.95793,-99.11140,ramosissima x chinensis,P. Moran,Y,N,N,Not published,"New attempt to release outside of cage at Zapata in 2009. Flooding, insecticide, poor plant quality, and predators wiped out prior year's cage populations"
DS,N,TX,2010,Field,Zapata Cages,6/30/2010,0,19,0,203,222,sublineata,Marith,Zapata,,"Dodier Ranch, Zapata",Zapata,26.95793,-99.11140,ramosissima x chinensis,P. Moran,Y,N,N,Not published,Last attempt to release at this site
DS,N,TX,2010,Field,Presidio,?,?,?,?,?,0,sublineata,Marith,Imperial,,Imperial,Pecos,31.26657,-102.84326,ramosissima x chinensis,M. Muegge,Y,Y?,N?,Muegge 2012,"Not stated how many released. One of the three first sites for DS beetles on Pecos River-2010.  Not sure if the exact same site as 2006 DE release, assumung that it was."
DS,N,TX,2010,Field,Presidio,?,?,?,?,?,0,sublineata,Marith,Iraan,,Iraan,Crockett,,,ramosissima x chinensis,M. Muegge,Y,Y,DEDS,Knutson and Muegge 2010; Muegge 2012,Not stated how many released. New site on Pecos River. Knutson and Muegge 2010 state mixture of DE and DS
DS,N,TX,2010,Field,Presidio,?,?,?,?,?,0,sublineata,Marith,Leon Springs,,Leon Springs,Bexar?,,,ramosissima x chinensis,M. Muegge,Y,Y,N,Muegge 2012,"Not stated how many released. This site is far away from the other two Muegge did, as this one is near San Antonio-unless there is more than one Leon Springs"
DS,N,TX,2010,Field,Presidio,,,,,,0,sublineata,Marith,Whyte,,"Whyte, Hwy 18",Pecos,,,ramosissima x chinensis,A. Knutson and M. Muegge,Y,N,N,Knutson and Muegge 2010,
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011,,,,10000,10000,sublineata,Marith,Imperial,,Imperial,Pecos,,,ramosissima x chinensis,A. Knutson and M. Muegge,Y,Y,N,Knutson and Muegge 2011,
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011,,,,13000,13000,sublineata,Marith,Lake Ivie,,Lake Ivie on TX Colorado River,Concho/Coleman,,,ramosissima x chinensis,M. Muegge,Y?,?,?,Knutson and Muegge 2011; Muegge 2012,"Muegge 2012 states release amount but does not report whether established or not. If established, could be hybridized because DE released in same area in 2009"
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011,,,,13000,13000,sublineata,Marith,Lake Spence,,Lake Spence on TX Colorado River,Coke,,,ramosissima x chinensis,M. Muegge,Y?,?,?,Knutson and Muegge 2011; Muegge 2012,"Muegge 2012 states release amount but does not report whether established or not. If established, could be hybridized because DCA released in same area (Robert Lee) in 2009"
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011,,,,10000,10000,sublineata,Marith,Toyah,,Toyah,Reeves,,,ramosissima x chinensis,M. Muegge,Y,Y?,N,Knutson and Muegge 2011; Muegge 2012,"Muegge does not state release amount. New site. 2012 Conf Proc suggests establishment. This is upstream of the other release sites. In 2012 the Pecos river augmented with 116,000 DS beetles collected mostly from Balmorhea Reservoir"
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011, , , ,29000,29000,sublineata,Marith,Pecos,,Pecos,Reeves,,,ramosissima x chinensis,M. Muegge,Y,Y?,N?,"Knutson and Muegge 2010, 2011; Muegge 2012","Muegge 2012 states release amount but does not report whether established or not. If established, could be hybridized because DE released in same area in 2009. Pecos River sites augmented with 116,000 DS beetles in 2012"
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011,,,,3000,3000,sublineata,Marith,Pecos North,,Pecos North,Reeves,,,ramosissima x chinensis,A. Knutson and M. Muegge,Y,N,N,Knutson and Muegge 2011,
DS,N,TX,2011,Field,"Rio Grande populations and Iraan, TX",7/31/2011, , , ,10000,10000,sublineata,Marith,Grandfalls,,Grandfalls,Ward,31.29719,-102.86577,ramosissima x chinensis,M. Muegge,Y?,?,N,Knutson and Muegge 2011;Muegge 2012,"Muegge does not state release amount or report whether established. Prior release was also DS. Pecos River sites augmented with 116,000 DS beetles in 2012"
DCR,N,UT,1999,Cage,Albany colony,July or Aug 1999,,,,,,carinulata,Chilik,Delta,,BLM lands,,,,,,Y,Y,N,Carruthers et al. 2008,
DCR,N,UT,2001,Field,Other field site cages,5/2001-8/2001,,,,15000,15000,carinulata,Chilik,Delta,,BLM lands,,,,,,Y,Y,N,Carruthers et al. 2008,
,,,2004,Field,Delta,,,,,5000,,carinulata,Chilik (Delta),Moab,,,,,,,,,,,,
,,,2004,Field,Delta,,,,,5000,,carinulata,Chilik (Delta),Moab,,,,,,,,,,,,Tim Higgs did the releases - he knows how many beetles were released. Grand county weed supervisor - where Moab is in. 
,,,2004,Field,Delta,,,,,5000,,carinulata,Chilik (Delta),Moab?,,,,,,,,,,,,"These three releases got them going on the Colorado, and are likely the beetles that ended up on the Rio Grande. (Dan pers com) - Went down the Virgin River (also came from Delta)"
DCR,N,WY,1999,Cage,Albany colony,July or Aug 1999,,,,,,carinulata,Fukang,Lovell,,NPS land,,,,,,Y,Y,N,Carruthers et al. 2008,
DCR,N,WY,2001,Field,Other field site cages,5/2001-8/2001,,,,,27000,carinulata,Fukang,Lovell,,NPS land,,,,,,Y,Y?,N,Carruthers et al. 2008,
,N,CO,2005,Field,"Fukang (Lovelock, NV)",08/01/2005,,,,"5,000",5000,carinulata,Fukang,Horsethief,,Horsethief,Mesa,39.165283963,-108.843757428,,,Yes,Yes,,,
,,CO,2006,Field,"Fukang (Lovelock, NV)",5/26/2006,,,,"4,000",4000,carinulata,Fukang,Knowles,,Knowles,Mesa,39.133013895,-109.024424990,,,Yes,Yes,,,
,,CO,2006,Field,"Fukang (Lovelock, NV)",7/20/2006,,,,"4,000",4000,carinulata,Fukang,Knowles,,Knowles,Mesa,39.133013895,-109.024424990,,,Yes,Yes,,,
,,CO,2006,Field,"Fukang (Pueblo, CO)",07/2006,,,,"1,000",1000,carinulata,Fukang,Gateway,,Gateway,Mesa,38.569266669,-108.919148333,,,Yes,Yes,, ,
,,CO,2006,Field,"Fukang (Lovelock, NV)",2006,,,,"4,000",4000,carinulata,Fukang,Salt Creek 1,,Salt Creek 1,Mesa,39.219087000,-108.896588000,,,Yes,Yes,,,
,,CO,2006,Field,"Fukang (Lovelock, NV)",2006,,,,"4,000",4000,carinulata,Fukang,Salt Creek 2,,Salt Creek 2,Mesa,39.286390838,-108.970253888,,,Yes,Yes,,,
,,CO,2007,,Uzbek,05/16/07,,,,15,15,carinata,Uzbek,Erin Jones_Texas AG Experiment Station,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Uzbek,05/31/07,,,,"10,000","10,000",carinulata,Fukang,Salt Creek 1,,BLM,Mesa,39.219101502,-108.896545667,,,No,N/A,,,
,,CO,2007,,Posidi,06/01/07,,,,"14,000","14,000",carinulata,Fukang,Stan Young_Unburn site,,Ranch,Mesa,39.306017325,-108.855548682,,,No,N/A,,,
,,CO,2007,,Uzbek,06/01/07,,,,"12,000","12,000",carinulata,Fukang,Stan Young_Burn Site,,Ranch,Mesa,39.297808995,-108.866454067,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/04/07,,,,"6,000","6,000",carinulata,Fukang,"Joseph Milan_Biocontrol Specialist for BLM/ISDA in Boise, ID",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Crete,06/04/07,,,,"2,000","2,000",carinulata,Fukang,"Tim Collier_Laramie, WY",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Turpan,06/04/07,,,,"4,000","4,000",carinulata,Fukang,Justin Gentle_Hot Springs County Weed and Pest,,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2007,,Posidi,06/04/07,,,,"2,000","2,000",carinulata,Fukang,"Lou Dersch_USDA, APHIS, PPQ in Twin Falls, ID",,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2007,,Uzbek,06/04/07,,,,"2,000","2,000",carinulata,Fukang,"Amy Mesman_USDA, APHIS PPQ in Pierre, SD",,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/04/07,,,,"4,000","4,000",carinulata,Fukang,"Glenn Harruff_USDA, APHIS PPQ in Billing, MT",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Crete,06/05/07,,,,"2,000","2,000",carinulata,Fukang,"Boone Herring_USDA, APHIS PPQ in Veteran, WY",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Turpan,06/05/07,,,,"4,000","4,000",carinulata,Fukang,"Justin Gentle_Fremont County Weed and Pest in Riverton, WY",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Turpan,06/05/07,,,,"2,000","2,000",carinulata,Fukang,"Justin Gentle_Sheridan County Weed and Pest in Sheridan, WY",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Crete,06/05/07,,,,"2,000","2,000",carinulata,Fukang,"Justin Gentle_Johnson County Weed and Pest in Buffalo, WY",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/05/07,,,,"6,000","6,000",carinulata,Fukang,"Steve Smith_Fall River Weed and Pest Board in Hot Springs, SD",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,Uzbek,06/06/07,,,,"2,000","2,000",carinulata,Fukang,"Justin Gentle_Johnson County Weed and Pest in Buffalo, WY",,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/06/07,,,,"2,000","2,000",carinulata,Fukang,"Gale Lamb_ Mckinnon, WY",,N/A,N/A,N/A,N/A,,,Yes,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/06/07,,,,"4,000","4,000",carinulata,Fukang,"Scott Guffey_ Pennington Weed & Pest Board in Rapid City, SD",,N/A,N/A,N/A,N/A,,,Yes,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/06/07,,,,"6,000","6,000",carinulata,Fukang,"Lois Conway_U.S. Bureau of Reclamation in McCook, NE",,N/A,N/A,N/A,N/A,,,Yes,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/07/07,,,,"12,000","12,000",carinulata,Fukang,Bedrock,,BLM,Montrose,38.289227000,-108.898359000,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/07/07,,,,"12,000","12,000",carinulata,Fukang,Flume,,BLM,Mesa,39.150996000,-108.781171000,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",05/31/07,,,,"10,000","10,000",carinulata,Fukang,Salt Creek 1,,BLM,Mesa,39.219101502,-108.896545667,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/11/07,,,,"40,000","40,000",carinulata,Fukang,Tamara_Dinosaur National Park,,National Park,Moffat,N/A,N/A,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/11/07,,,,"7,500","7,500",carinulata,Fukang,Salt Creek 1,,BLM,Mesa,39.219101502,-108.896545667,,,No,N/A,,,
,,CO,2007,,"Fukang (Lovelock, NV)",06/19/07,,,,"10,000","10,000",carinulata,Fukang,"Michael Daskam_Enstrom_Holly, CO",,Ranch,Prowers,38.101128000,-102.324388000,,,No,Yes,,,
,,CO,2007,,"Fukang (Lovelock, NV)",08/30/07,,,,"4,000","4,000",carinulata,Fukang,Rattle snake gulch along Gunnison River,,BLM,Mesa,38.758692138,-108.243002557,,,No,Yes,,,
,,CO,2008,,"Fukang (Lovelock, NV)",03/17/08,,,,150,150,Diorhabda carinulata,Fukang,Kevin Gardner_New Mexico Unversity,,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,"Fukang (Lovelock, NV)",03/25/08,,,,211,211,Diorhabda carinulata,Fukang,"Livy Williams_USDA_Reno, NV",,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,"Fukang (Lovelock, NV)",04/22/08,,,,800,800,Diorhabda carinata,Uzbek,"Charlie Randal_USDA_Olney, TX",,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,"Fukang (Lovelock, NV)",04/22/08,,,,110,110,Diorhabda elongata,Crete,"Allard Casey_Peoria, Ill_USDA_APHIS",,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,"Fukang (Lovelock, NV)",04/24/08,,,,600,600,Diorhabda carinata,Uzbek,"Charlie Randal_USDA_Olney, TX",,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,"Fukang (Lovelock, NV)",04/24/08,,,,300,300,Diorhabda carinata,Uzbek,"Mike Janis_Paducah, TX",,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",04/28/08,,,,200,200,Diorhabda carinata,Uzbek,Tom Dudley_Santa Barbara,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",04/29/08,,,,"1,000",1000,Diorhabda carinata,Uzbek,"Erin Jones_Bushland, TX",,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",05/05/08,,,,450,450,Diorhabda carinata,Uzbek,"Erin Jones_Bushland, TX",,N/A,N/A,N/A,N/A,,,Yes,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",05/05/08,,,,500,500,Diorhabda carinata,Uzbek,"Dave Thompson, New Mexico",,N/A,N/A,N/A,N/A,,,Yes,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",05/08/08,,,,120,120,Diorhabda elongata,Crete,"Allard Casey_Peoria, Ill_USDA_APHIS",,N/A,N/A,N/A,N/A,,,Yes,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",05/28/08,,,,"6,000",6000,Diorhabda carinulata,Fukang,USDA_APHIS_Oregon,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",05/30/08,,,,"20,000",20000,Diorhabda carinulata,Fukang,Amy Mesmen_USDA,,N/A,N/A,N/A,N/A,,,Yes,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",06/02/08,,,,"9,000",9000,Diorhabda carinulata,Fukang,"Larry Skillstad_Sokan, WA",,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",06/02/08,,,,"5,000",5000,Diorhabda carinulata,Fukang,"Tom Strang_USDA APHIS PPQ_Des Monies, IA",,N/A,N/A,N/A,N/A,,,Yes,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",06/02/08,,,,"5,000",5000,Diorhabda carinulata,Fukang,Lois Conway_US Bureau of Reclamation,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",06/03/08,,,,"6,000",6000,Diorhabda carinulata,Fukang,Tania Perlinger_Keith County Farm Service,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",06/03/08,,,,"3,000",3000,Diorhabda carinulata,Fukang,Boone Herring _Goshen City Weed & Pest,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,"Fukang (Lovelock, NV)",06/09/08,,,,"8,000",8000,Diorhabda carinulata,Fukang,Andrew Norton_CSU,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,Colorado*,06/09/08,,,,"12,000",12000,Diorhabda carinulata,Colorado*,"Katherine Linder_USFWS_Brown Park, CO",,USFS,Moffat,40.812710000,-108.956155000,,,No,,,,
,,CO,2008,,Colorado*,06/10/08,,,,"11,000",11000,Diorhabda carinulata,Colorado*,Stan Young Unburn,,Ranch,Mesa,39.306017325,-108.855548682,,,Yes,,,,
,,CO,2008,,Turpan,06/11/08,,,,50,50,Diorhabda carinulata,Turpan,Tom Dudley_Santa Barbara,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,NM Fukang,06/11/08,,,,50,50,Diorhabda carinulata,Fukang,Tom Dudley_Santa Barbara,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,Colorado*,06/11/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,Erin Stiers_USDA APHIS_Kansas,,N/A,N/A,N/A,N/A,,,No,,,,
,,CO,2008,,Colorado*,06/12/08,,,,"12,000",12000,Diorhabda carinulata,Colorado*,Williams Energy,,Business,Garfield,39.483374336,-108.061922037,,,Yes,,,,
,,CO,2008,,Colorado*,06/13/08,,,,"3,500",3500,Diorhabda carinulata,Colorado*,Stan Young Burn,,Ranch,Mesa,39.297808995,-108.866454067,,,Yes,,,,
,,CO,2008,,Colorado*,06/19/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,"Michael Daskam_Enstrom_Holly, CO",,Ranch,Prowers,38.101128000,-102.324388000,,,No,,,,
,,CO,2008,,Colorado*,06/20/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,Rattle snake gulch along Gunnison River,,BLM,Mesa,38.758692138,-108.243002557,,,Yes,,,,
,,CO,2008,,Colorado*,07/10/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,Fountain Creek_Bill Alt,,Ranch,Pueblo,38.338549667,-104.615293848,,,Yes,,,,
,,CO,2008,,Uzbek,07/16/08,,,,200,200,Diorhabda carinata,Uzbek,Allen Knutson_Texas A&M,,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,Colorado*,07/17/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,Bedrock,,BLM,Montrose,38.289227000,-108.898359000,,,Yes,Yes,,,
,,CO,2008,,Colorado*,07/18/08,,,,"25,500",25500,Diorhabda carinulata,Colorado*,"Michael Daskam_Enstrom_Holly, CO",,Ranch,Prowers,38.101128000,-102.324388000,,,No,Yes,,,
,,CO,2008,,Colorado*,07/18/08,,,,"8,000",8000,Diorhabda carinulata,Colorado*,Patty Knupp,,NRCS,Pueblo,38.199800000,-104.176787000,,,No,Yes,,,
,,CO,2008,,Colorado*,07/22/08,,,,"20,000",20000,Diorhabda carinulata,Colorado*,"Michael Daskam_Enstrom_Holly, CO",,Ranch,Prowers,38.101128000,-102.324388000,,,No,Yes,,,
,,CO,2008,,Colorado*,07/22/08,,,,"20,000",20000,Diorhabda carinulata,Colorado*,Air Force Academy ,,Government,El Paso,39.005314000,-104.438483000,,,No,N/A,,,
,,CO,2008,,Colorado*,07/24/08,,,,"12,000",12000,Diorhabda carinulata,Colorado*,Stan Young burn,,Ranch,Mesa,39.297808995,-108.866454067,,,Yes,Yes,,,
,,CO,2008,,Colorado*,07/24/08,,,,"12,000",12000,Diorhabda carinulata,Colorado*,Stan Young Unburn,,Ranch,Mesa,39.306017325,-108.855548682,,,Yes,Yes,,,
,,CO,2008,,Colorado*,07/29/08,,,,"36,000",36000,Diorhabda carinulata,Colorado*,Paul Burgell,,City of Meeker,Rio Blanco,N/A,N/A,,,No,N/A,,,
,,CO,2008,,Colorado*,07/29/08,,,,"16,000",16000,Diorhabda carinulata,Colorado*,Air Force Academy ,,Government,El Paso,39.005314000,-104.438483000,,,No,Yes,,,
,,CO,2008,,Colorado*,07/29/08,,,,"12,000",12000,Diorhabda carinulata,Colorado*,K. Linder_Brown Park Refugee,,USFS,Moffat,40.812710000,-108.956155000,,,No,N/A,,,
,,CO,2008,,Uzbek,07/29/08,,,,200,200,Diorhabda carinata,Uzbek,Allen Knutson_Texas A&M,,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,Colorado*,07/31/08,,,,"18,000",18000,Diorhabda carinulata,Colorado*,Fountain Creek_Bill Alt,,Ranch,Pueblo,38.338549667,-104.615293848,,,Yes,Yes,,,
,,CO,2008,,Colorado*,07/31/08,,,,"18,000",18000,Diorhabda carinulata,Colorado*,Patty Knupp_Boone site,,NRCS,Pueblo,38.199800000,-104.176787000,,,No,N/A,,,
,,CO,2008,,Colorado*,07/31/08,,,,"5,000",5000,Diorhabda carinulata,Colorado*,Stan Young burn,,Ranch,Mesa,39.297808995,-108.866454067,,,Yes,N/A,,,
,,CO,2008,,Colorado*,07/31/08,,,,"5,000",5000,Diorhabda carinulata,Colorado*,Stan Young unburn,,Ranch,Mesa,39.306017325,-108.855548682,,,Yes,N/A,,,
,,CO,2008,,Colorado*,08/01/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,Williams Energy,,Business,Garfield,39.483374336,-108.061922037,,,Yes,N/A,,,
,,CO,2008,,Colorado*,08/04/08,,,,"10,000",10000,Diorhabda carinulata,Colorado*,"Michael Daskam_Enstrom_Holly, CO",,Ranch,Prowers,38.101128000,-102.324388000,,,No,Yes,,,
,,CO,2008,,Crete,08/05/08,,,,300,300,Diorhabda elongata,Crete,"Allard Cosse_Peoria, Ill_USDA_APHIS",,N/A,N/A,N/A,N/A,,,No,Yes,,,
